ADM3_PCODE,20161016-S000000,20161016-S003000,20161016-S010000,20161016-S013000,20161016-S020000,20161016-S023000,20161016-S030000,20161016-S033000,20161016-S040000,20161016-S043000,20161016-S050000,20161016-S053000,20161016-S060000,20161016-S063000,20161016-S070000,20161016-S073000,20161016-S080000,20161016-S083000,20161016-S090000,20161016-S093000,20161016-S100000,20161016-S103000,20161016-S110000,20161016-S113000,20161016-S120000,20161016-S123000,20161016-S130000,20161016-S133000,20161016-S140000,20161016-S143000,20161016-S150000,20161016-S153000,20161016-S160000,20161016-S163000,20161016-S170000,20161016-S173000,20161016-S180000,20161016-S183000,20161016-S190000,20161016-S193000,20161016-S200000,20161016-S203000,20161016-S210000,20161016-S213000,20161016-S220000,20161016-S223000,20161016-S230000,20161016-S233000,20161017-S000000,20161017-S003000,20161017-S010000,20161017-S013000,20161017-S020000,20161017-S030000,20161017-S033000,20161017-S040000,20161017-S043000,20161017-S050000,20161017-S053000,20161017-S060000,20161017-S063000,20161017-S070000,20161017-S073000,20161017-S080000,20161017-S083000,20161017-S090000,20161017-S093000,20161017-S100000,20161017-S103000,20161017-S110000,20161017-S113000,20161017-S120000,20161017-S123000,20161017-S130000,20161017-S133000,20161017-S140000,20161017-S143000,20161017-S150000,20161017-S153000,20161017-S160000,20161017-S163000,20161017-S170000,20161017-S173000,20161017-S180000,20161017-S183000,20161017-S190000,20161017-S193000,20161017-S200000,20161017-S203000,20161017-S210000,20161017-S213000,20161017-S220000,20161017-S223000,20161017-S230000,20161017-S233000,20161018-S000000,20161018-S003000,20161018-S010000,20161018-S013000,20161018-S020000,20161018-S023000,20161018-S030000,20161018-S033000,20161018-S040000,20161018-S043000,20161018-S050000,20161018-S053000,20161018-S060000,20161018-S063000,20161018-S070000,20161018-S073000,20161018-S080000,20161018-S083000,20161018-S090000,20161018-S093000,20161018-S100000,20161018-S103000,20161018-S110000,20161018-S113000,20161018-S120000,20161018-S123000,20161018-S130000,20161018-S133000,20161018-S140000,20161018-S143000,20161018-S150000,20161018-S153000,20161018-S160000,20161018-S163000,20161018-S170000,20161018-S173000,20161018-S180000,20161018-S183000,20161018-S190000,20161018-S193000,20161018-S200000,20161018-S203000,20161018-S210000,20161018-S213000,20161018-S220000,20161018-S223000,20161018-S230000,20161018-S233000,20161019-S000000,20161019-S003000,20161019-S010000,20161019-S013000,20161019-S020000,20161019-S023000,20161019-S030000,20161019-S033000,20161019-S040000,20161019-S043000,20161019-S050000,20161019-S053000,20161019-S060000,20161019-S063000,20161019-S070000,20161019-S080000,20161019-S083000,20161019-S090000,20161019-S093000,20161019-S100000,20161019-S103000,20161019-S110000,20161019-S113000,20161019-S120000,20161019-S123000,20161019-S130000,20161019-S133000,20161019-S140000,20161019-S143000,20161019-S150000,20161019-S153000,20161019-S160000,20161019-S163000,20161019-S170000,20161019-S173000,20161019-S180000,20161019-S183000,20161019-S190000,20161019-S193000,20161019-S200000,20161019-S203000,20161019-S210000,20161019-S213000,20161019-S220000,20161019-S223000,20161019-S230000,20161019-S233000
PH175301000,0.27999999999999997,0.13333333333333333,0.04666666666666667,0.0,0.02,0.6599999999999999,0.44000000000000006,0.2,0.16,0.02,0.9400000000000001,1.6133333333333333,1.5066666666666666,0.58,0.3933333333333333,0.21333333333333332,0.13999999999999999,0.5599999999999999,0.16,0.04,0.31333333333333335,0.54,0.4533333333333333,0.5666666666666667,1.1800000000000002,0.5933333333333334,0.13999999999999999,0.2,0.3466666666666667,0.19333333333333333,0.03333333333333333,0.006666666666666666,0.013333333333333332,0.0,0.0,0.08666666666666667,0.16666666666666669,0.006666666666666666,0.0,0.006666666666666666,0.006666666666666666,0.0,0.0,0.0,0.0,0.0,0.013333333333333332,0.013333333333333332,0.026666666666666665,0.0,0.0,0.026666666666666665,0.05333333333333333,0.0,0.006666666666666666,0.0,0.0,0.02,0.006666666666666666,0.006666666666666666,0.013333333333333332,0.2066666666666667,0.44666666666666666,1.0,0.7733333333333333,1.22,1.22,1.2133333333333334,0.9066666666666666,0.7066666666666667,0.4666666666666667,0.11333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333332,0.08,0.026666666666666665,0.1,0.08,0.12,0.12666666666666665,0.12,0.13333333333333333,0.13333333333333333,0.08666666666666667,0.10666666666666666,0.14666666666666667,0.16666666666666669,0.0,0.13333333333333333,0.10666666666666666,0.06,0.026666666666666665,0.02,0.0,0.026666666666666665,0.05333333333333333,0.09333333333333334,0.19333333333333333,0.22000000000000003,1.9466666666666665,2.486666666666667,3.6266666666666665,2.7466666666666666,2.3466666666666667,1.16,0.7066666666666667,0.5133333333333334,0.3,0.8733333333333333,2.04,0.86,1.4066666666666667,2.2933333333333334,3.066666666666667,2.086666666666667,0.8533333333333333,0.9733333333333333,1.2266666666666668,1.1466666666666667,0.6533333333333333,0.5733333333333334,0.33333333333333337,0.8466666666666667,1.3466666666666667,2.66,2.7133333333333334,2.2199999999999998,1.4733333333333332,1.2266666666666668,1.24,0.9800000000000001,0.42666666666666664,0.08666666666666667,0.006666666666666666,0.36666666666666664,0.5733333333333334,0.58,0.6133333333333334,0.4,0.4666666666666667,0.013333333333333332,0.12,0.21333333333333332,0.08666666666666667,0.0,0.006666666666666666,0.02,0.013333333333333332,0.006666666666666666,0.0,0.0,0.0,0.0,0.08666666666666667,0.04,0.026666666666666665,0.0,0.09333333333333334,0.12666666666666665,0.04666666666666667,0.03333333333333333,0.02,0.0,0.0,0.0,0.0,0.02,0.38666666666666666,0.5133333333333334,0.6133333333333334,0.22666666666666666,0.14666666666666667,0.0,0.0,0.0,0.0,0.006666666666666666,0.0,0.0,0.0,0.0,0.0,0.10666666666666666,0.12666666666666665,0.11333333333333333
PH175101000,2.7928571428571427,2.642857142857143,1.6857142857142857,1.2214285714285713,1.15,0.8642857142857142,0.8,0.85,1.2285714285714286,1.1857142857142857,1.6071428571428572,1.95,1.5642857142857143,0.8785714285714287,0.8285714285714286,0.6428571428571429,0.4,1.2428571428571429,1.4928571428571429,2.107142857142857,0.38571428571428573,0.65,1.6642857142857141,1.9714285714285715,3.2142857142857144,2.335714285714286,2.1285714285714286,1.4428571428571428,1.4285714285714286,0.7785714285714286,0.7285714285714285,0.5785714285714285,0.9928571428571429,2.1142857142857143,2.0785714285714283,2.7714285714285714,1.1714285714285713,0.07857142857142857,0.09285714285714286,0.0642857142857143,0.10714285714285714,0.07857142857142857,0.07142857142857142,0.07142857142857142,0.12142857142857141,0.12142857142857141,0.11428571428571428,0.07857142857142857,0.08571428571428572,0.1,0.02142857142857143,0.07142857142857142,0.05714285714285714,0.02142857142857143,0.02142857142857143,0.02142857142857143,0.02142857142857143,0.02142857142857143,0.08571428571428572,0.24285714285714283,0.8357142857142857,0.6142857142857143,1.1214285714285714,0.27142857142857146,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.014285714285714285,0.02142857142857143,0.02857142857142857,0.05714285714285714,0.0642857142857143,0.09285714285714286,0.14285714285714285,0.13571428571428573,0.07857142857142857,0.07142857142857142,0.07857142857142857,0.0642857142857143,0.0,0.09285714285714286,0.08571428571428572,0.05,0.007142857142857143,0.0,0.0,0.007142857142857143,0.007142857142857143,0.014285714285714285,0.014285714285714285,0.02142857142857143,0.03571428571428571,0.04285714285714286,0.05,0.14285714285714285,0.14285714285714285,0.12142857142857141,0.19285714285714287,0.2,0.11428571428571428,0.08571428571428572,0.0,0.03571428571428571,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.007142857142857143,0.0,0.0,0.04285714285714286,0.04285714285714286,0.05714285714285714,0.07857142857142857,0.03571428571428571,0.014285714285714285,0.0,0.02857142857142857,0.02142857142857143,0.014285714285714285,0.0,0.0,0.0,0.007142857142857143,0.007142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.11428571428571428,0.8857142857142858,0.0,0.0,0.014285714285714285,0.02857142857142857,0.02857142857142857,0.0,0.0,0.0,0.11428571428571428,0.1,0.03571428571428571,0.0,0.03571428571428571,0.07857142857142857,0.05,0.0,0.0,0.0,0.0,0.0,0.02142857142857143,0.0,0.2785714285714286,0.007142857142857143,0.02857142857142857,0.0642857142857143,0.10714285714285714,0.6928571428571428,1.592857142857143,2.4642857142857144,4.307142857142857,3.25,2.55,2.9,2.7357142857142858,0.7428571428571429,0.7428571428571429,1.4142857142857141,1.5142857142857142,2.3214285714285716
PH030801000,8.225,6.75,4.85,3.45,3.25,2.275,1.55,1.325,0.275,0.55,0.45,0.0,0.45,0.0,0.475,0.275,0.125,0.25,0.25,0.375,0.9,1.775,1.125,0.875,0.0,0.1,0.15,0.225,0.225,0.1,0.05,0.05,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.3,0.025,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.075,0.075,0.25,0.4,0.125,0.025,0.075,0.1,0.1,0.05,0.05,0.05,0.025,0.3,5.025,4.4,0.1,0.1,0.1,0.05,0.025,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.15,0.1,0.075,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.075,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.275,0.675,0.9,1.35,2.175,2.425,2.425,1.375,1.25,0.775,1.025,1.775,1.425,1.7,2.175,1.6,6.75,3.15,2.45,0.725,0.35,0.675,0.0,0.0,0.125,0.1,0.475
PH021501000,0.7,1.35,0.175,0.0,0.175,1.775,3.55,4.9,2.225,2.4,3.175,3.425,4.125,2.0,1.625,1.275,0.875,0.475,0.325,0.0,2.275,1.55,1.475,1.45,1.375,1.325,0.725,0.15,0.15,0.175,0.15,0.075,0.05,0.15,0.15,1.55,1.425,1.275,1.275,0.65,0.375,0.2,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.125,0.125,0.1,0.075,0.075,0.1,0.075,0.075,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025,0.025,0.0,0.0,0.075,0.125,0.1,0.1,0.0,0.0,0.05,0.1,0.175,0.25,0.275,1.025,1.35,2.725,3.225,3.025,2.5,2.55,2.875,5.125,6.425,4.35,4.325,3.675,7.525,9.2,11.525,9.525,6.225,4.6,7.5,7.5,5.1,5.5,9.075,9.75,6.25,6.0,5.325,9.175,6.7,7.15,6.075,9.025,10.275,14.4,2.625,2.3,3.875
PH083701000,0.0,0.0,0.0,0.0,0.025,0.05,0.075,0.3125,0.375,0.575,0.55,0.575,0.5625,0.2625,0.075,0.0875,0.0875,0.0875,0.1625,0.1875,0.05,0.1125,0.2125,0.25,0.3375,0.0,0.0,0.0,0.0125,0.0125,0.025,0.0375,0.0375,0.0375,0.0125,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.025,0.0125,0.0,0.0,1.1125,0.625,0.025,0.0125,0.0125,0.0375,0.075,0.1,0.1125,0.0875,0.1375,0.1375,0.075,0.05,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0375,0.0125,0.0125,0.0,0.0,0.0,0.0,0.0,0.0125,0.0125,0.0375,0.0125,0.0375,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0125,0.0125,0.0125,0.0375,0.05,0.125,0.025,0.1125,0.0,0.0,0.025,0.0125,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.05,0.0625,0.0625,0.0625,0.1125,0.15,0.0,0.05,0.0375,0.025
PH012801000,3.6,3.4666666666666663,0.9666666666666666,0.9333333333333333,3.4,7.7,7.85,6.833333333333333,5.95,3.3333333333333335,3.6166666666666663,4.083333333333334,4.216666666666667,4.233333333333333,3.7333333333333334,2.55,1.1333333333333333,1.2333333333333334,1.2666666666666666,1.3166666666666667,0.18333333333333332,1.9166666666666667,2.05,1.5333333333333334,2.2,2.35,2.2,2.1,2.083333333333333,1.2333333333333334,0.7666666666666667,0.65,0.6666666666666667,1.15,1.1333333333333333,3.85,2.5166666666666666,0.9333333333333333,0.9166666666666666,0.4666666666666667,0.3,0.16666666666666669,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.23333333333333334,0.33333333333333337,0.45,0.5666666666666667,0.5166666666666667,0.31666666666666665,0.3,0.36666666666666664,0.31666666666666665,0.3,0.18333333333333332,0.1,0.08333333333333334,0.08333333333333334,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.03333333333333333,0.06666666666666667,0.1,0.1,0.1,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.0,0.0,0.016666666666666666,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.7,1.2666666666666666,1.0166666666666666,0.7,0.8166666666666667,2.066666666666667,1.75,2.55,1.6,1.5833333333333335,1.65,1.5833333333333335,1.6666666666666667,1.7833333333333332,2.933333333333333,4.5,8.816666666666666,7.0,4.816666666666666,4.966666666666667,2.75,1.7666666666666668,2.533333333333333,3.9833333333333334,5.666666666666666,5.316666666666666,4.8,5.95,6.15,6.1,4.95,8.166666666666668,4.316666666666666,4.3,2.95,2.25,3.75
PH045601000,1.6333333333333333,0.4666666666666667,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5666666666666667,0.9666666666666666,1.0333333333333334,1.0666666666666667,0.7333333333333333,0.6,0.33333333333333337,0.0,0.33333333333333337,0.3,0.3,0.23333333333333334,0.0,0.23333333333333334,0.4333333333333333,0.4333333333333333,0.2,0.1,0.1,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.1,0.1,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.9666666666666666,0.6666666666666667,0.06666666666666667,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.7333333333333333,1.0666666666666667,1.9333333333333331,3.4666666666666663,4.466666666666667,0.8333333333333334,0.23333333333333334,0.2,0.1,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.36666666666666664,0.9333333333333333,2.066666666666667,0.4333333333333333,1.5,1.7,1.4666666666666666,1.0,0.8666666666666666,0.6,0.4333333333333333,0.36666666666666664,0.2,0.8333333333333334,1.5,0.7666666666666667,0.4666666666666667,0.4666666666666667,0.33333333333333337,0.16666666666666669,0.1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.13333333333333333,0.0,0.0,0.0,0.4,0.4333333333333333,0.3
PH025701000,3.35,2.21,3.62,4.07,3.79,2.13,1.28,0.54,0.27,0.0,0.01,0.02,0.03,0.15,0.29,1.86,3.79,3.62,3.55,3.4299999999999997,4.71,4.7700000000000005,4.3,4.13,3.55,11.67,11.65,11.68,11.53,9.77,7.4,6.26,5.7,5.91,5.779999999999999,3.5200000000000005,4.59,5.87,5.84,2.98,1.92,1.02,0.54,0.43,0.43,0.4,0.48,0.93,0.9800000000000001,0.75,0.8,0.38,0.0,1.06,1.65,1.1800000000000002,0.74,0.6900000000000001,0.45,0.41,0.55,0.47000000000000003,0.65,0.5599999999999999,0.8099999999999999,1.42,1.75,1.7,1.1800000000000002,0.7,0.25,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.22000000000000003,0.96,0.8300000000000001,1.1099999999999999,1.4,3.2,4.15,6.7,14.169999999999998,7.65,4.7700000000000005,2.85,3.37,5.99,7.6,5.57,5.61,5.3,6.15,12.440000000000001,12.02,14.35,15.99,12.2,12.309999999999999,13.1,11.09,8.01,5.0200000000000005,13.040000000000001,17.79,18.69,19.75,15.38,9.53,7.13,3.8899999999999997,5.34,3.31,3.63,1.8699999999999999,2.19,1.65
PH015501000,3.9,3.3333333333333335,4.25,3.4833333333333334,3.6833333333333336,4.933333333333334,7.9,5.75,7.216666666666667,7.7333333333333325,5.45,3.6,3.7166666666666663,3.8166666666666664,3.1333333333333333,3.65,4.25,2.4,1.9166666666666667,0.6833333333333333,1.6833333333333331,0.2833333333333333,0.23333333333333334,0.23333333333333334,0.18333333333333332,0.16666666666666669,0.15,0.15,0.16666666666666669,0.08333333333333334,0.1,0.1,0.13333333333333333,0.2,0.21666666666666665,0.13333333333333333,0.13333333333333333,0.11666666666666667,0.11666666666666667,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.08333333333333334,0.13333333333333333,0.21666666666666665,0.21666666666666665,0.18333333333333332,0.16666666666666669,0.1,0.1,0.08333333333333334,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.0,0.05,0.1,0.13333333333333333,0.7666666666666667,1.0166666666666666,0.6333333333333333,0.6666666666666667,0.3,0.4166666666666667,0.18333333333333332,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.05,0.05,0.05,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.05,0.05,0.08333333333333334,0.08333333333333334,0.1,0.06666666666666667,0.06666666666666667,0.08333333333333334,0.1,0.016666666666666666,0.06666666666666667,0.05,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.03333333333333333,0.016666666666666666,0.016666666666666666,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.15,0.0,0.06666666666666667,0.11666666666666667,0.0,0.11666666666666667,0.38333333333333336,0.4166666666666667,0.6666666666666667,1.75,2.7,2.216666666666667,2.2666666666666666,1.8,1.2,2.05,1.55,2.8833333333333333,3.066666666666667,2.816666666666667,3.9666666666666663,3.9833333333333334,4.116666666666666,5.716666666666667,5.566666666666666,7.9833333333333325,9.6,12.416666666666668,10.283333333333333,10.316666666666666,9.6,9.05,6.783333333333333
PH041001000,4.5,4.05,2.1,0.7,0.65,0.5,0.3,0.3,0.4,0.25,1.95,3.5,1.3,0.4,1.9,2.15,2.5,2.25,2.1,1.9,0.25,2.1,1.3,1.05,0.05,0.15,0.15,0.2,0.2,0.1,0.05,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.2,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.05,1.05,0.65,0.8,4.7,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.1,3.3,2.35,2.2,1.6,1.85,1.7,0.95,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.0,0.0,0.05,0.2,0.1,0.1,0.4,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.65,0.9,0.45,2.05,1.25,1.05,0.15,0.45,0.3,0.5,0.5,2.65,2.4,1.4
